"No.","Time","Source","Destination","Protocol","Length","Info","Data Length","Data","Bytes"
"6425","07:23:52.154067","WbElectr_00:12:4a ()","localhost ()","SPP","15","Rcvd ""S""","","",""
"6426","07:23:52.155480","WbElectr_00:12:4a ()","localhost ()","SPP","16","Rcvd ""TO""","","",""
"6427","07:23:52.156881","WbElectr_00:12:4a ()","localhost ()","SPP","16","Rcvd ""PP""","","",""
"6428","07:23:52.158885","WbElectr_00:12:4a ()","localhost ()","SPP","16","Rcvd ""ED""","","",""
"6429","07:23:52.160305","WbElectr_00:12:4a ()","localhost ()","SPP","20","Rcvd ""\\r\\r>TCM""","","",""
"6430","07:23:52.161727","WbElectr_00:12:4a ()","localhost ()","SPP","18","Rcvd ""7FE\\r""","","",""
"6431","07:23:52.163159","WbElectr_00:12:4a ()","localhost ()","SPP","16","Rcvd ""?\\r""","","",""
"6432","07:23:52.165147","localhost ()","WbElectr_00:12:4a ()","RFCOMM","14","Sent UIH Channel=1 UID ","","",""
"6433","07:23:52.166718","WbElectr_00:12:4a ()","localhost ()","SPP","16","Rcvd ""\\r>""","","",""
"6434","07:23:52.168737","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets","","",""
"6435","07:23:52.252707","localhost ()","WbElectr_00:12:4a ()","SPP","22","Sent ""ATC754A\\r""","","",""
"6436","07:23:52.255723","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets","","",""
"6437","07:23:52.256655","WbElectr_00:12:4a ()","localhost ()","RFCOMM","15","Rcvd UIH Channel=1 UID ","","",""
"6438","07:23:52.257971","WbElectr_00:12:4a ()","localhost ()","SPP","15","Rcvd ""A""","","",""
"6439","07:23:52.259468","WbElectr_00:12:4a ()","localhost ()","SPP","16","Rcvd ""TC""","","",""
"6440","07:23:52.261182","WbElectr_00:12:4a ()","localhost ()","SPP","16","Rcvd ""75""","","",""
"6441","07:23:52.262409","WbElectr_00:12:4a ()","localhost ()","SPP","17","Rcvd ""4A\\r""","","",""
"6442","07:23:52.264004","WbElectr_00:12:4a ()","localhost ()","SPP","15","Rcvd ""?""","","",""
"6443","07:23:52.265456","WbElectr_00:12:4a ()","localhost ()","SPP","15","Rcvd ""\\r""","","",""
"6444","07:23:52.266400","localhost ()","WbElectr_00:12:4a ()","RFCOMM","14","Sent UIH Channel=1 UID ","","",""
"6445","07:23:52.267683","WbElectr_00:12:4a ()","localhost ()","SPP","15","Rcvd ""\\r""","","",""
"6446","07:23:52.269162","WbElectr_00:12:4a ()","localhost ()","SPP","15","Rcvd "">""","","",""
"6447","07:23:52.271112","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets","","",""
"6448","07:23:52.356560","localhost ()","WbElectr_00:12:4a ()","SPP","19","Sent ""ATMA\\r""","","",""
"6449","07:23:52.360418","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets","","",""
"6450","07:23:52.361722","WbElectr_00:12:4a ()","localhost ()","SPP","15","Rcvd ""A""","","",""
"6451","07:23:52.363114","WbElectr_00:12:4a ()","localhost ()","SPP","15","Rcvd ""T""","","",""
"6452","07:23:52.364557","WbElectr_00:12:4a ()","localhost ()","SPP","16","Rcvd ""MA""","","",""
"6453","07:23:52.366199","WbElectr_00:12:4a ()","localhost ()","SPP","15","Rcvd ""\\r""","","",""
"6454","07:23:52.461549","localhost ()","WbElectr_00:12:4a ()","SPP","22","Sent ""ATCM7FE\\r""","","",""
"6455","07:23:52.465373","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets","","",""
"6456","07:23:52.467809","WbElectr_00:12:4a ()","localhost ()","SPP","15","Rcvd ""S""","","",""
"6457","07:23:52.469541","WbElectr_00:12:4a ()","localhost ()","SPP","16","Rcvd ""TO""","","",""
"6458","07:23:52.471726","WbElectr_00:12:4a ()","localhost ()","SPP","16","Rcvd ""PP""","","",""
"6459","07:23:52.473129","WbElectr_00:12:4a ()","localhost ()","SPP","16","Rcvd ""ED""","","",""
"6460","07:23:52.474854","WbElectr_00:12:4a ()","localhost ()","SPP","20","Rcvd ""\\r\\r>TCM""","","",""
"6461","07:23:52.476757","WbElectr_00:12:4a ()","localhost ()","SPP","18","Rcvd ""7FE\\r""","","",""
"6462","07:23:52.478138","WbElectr_00:12:4a ()","localhost ()","SPP","18","Rcvd ""?\\r\\r>""","","",""
"6463","07:23:52.480263","localhost ()","WbElectr_00:12:4a ()","RFCOMM","14","Sent UIH Channel=1 UID ","","",""
"6464","07:23:52.482855","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets","","",""
"6465","07:23:52.566781","localhost ()","WbElectr_00:12:4a ()","SPP","23","Sent ""ATCRA5B3\\r""","","",""
"6466","07:23:52.571170","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets","","",""
"6467","07:23:52.572370","WbElectr_00:12:4a ()","localhost ()","RFCOMM","15","Rcvd UIH Channel=1 UID ","","",""
"6468","07:23:52.574311","WbElectr_00:12:4a ()","localhost ()","SPP","15","Rcvd ""A""","","",""
"6469","07:23:52.575540","WbElectr_00:12:4a ()","localhost ()","SPP","15","Rcvd ""T""","","",""
"6470","07:23:52.577447","WbElectr_00:12:4a ()","localhost ()","SPP","17","Rcvd ""CRA""","","",""
"6471","07:23:52.578654","WbElectr_00:12:4a ()","localhost ()","SPP","18","Rcvd ""5B3\\r""","","",""
"6472","07:23:52.579868","WbElectr_00:12:4a ()","localhost ()","SPP","15","Rcvd ""O""","","",""
"6473","07:23:52.583649","WbElectr_00:12:4a ()","localhost ()","SPP","16","Rcvd ""K\\r""","","",""
"6474","07:23:52.584542","localhost ()","WbElectr_00:12:4a ()","RFCOMM","14","Sent UIH Channel=1 UID ","","",""
"6475","07:23:52.585511","WbElectr_00:12:4a ()","localhost ()","SPP","16","Rcvd ""\\r>""","","",""
"6476","07:23:52.587256","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets","","",""
"6477","07:23:52.669892","localhost ()","WbElectr_00:12:4a ()","SPP","19","Sent ""ATMA\\r""","","",""
"6478","07:23:52.672780","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets","","",""
"6479","07:23:52.674154","WbElectr_00:12:4a ()","localhost ()","SPP","15","Rcvd ""A""","","",""
"6480","07:23:52.676595","WbElectr_00:12:4a ()","localhost ()","SPP","15","Rcvd ""T""","","",""
"6481","07:23:52.677914","WbElectr_00:12:4a ()","localhost ()","SPP","16","Rcvd ""MA""","","",""
"6482","07:23:52.679234","WbElectr_00:12:4a ()","localhost ()","SPP","15","Rcvd ""\\r""","","",""
"6483","07:23:52.774281","localhost ()","WbElectr_00:12:4a ()","SPP","22","Sent ""ATCM7FE\\r""","","",""
"6484","07:23:52.779219","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets","","",""
"6485","07:23:52.781611","WbElectr_00:12:4a ()","localhost ()","SPP","15","Rcvd ""S""","","",""
"6486","07:23:52.783391","WbElectr_00:12:4a ()","localhost ()","SPP","16","Rcvd ""TO""","","",""
"6487","07:23:52.784927","WbElectr_00:12:4a ()","localhost ()","SPP","16","Rcvd ""PP""","","",""
"6488","07:23:52.786165","WbElectr_00:12:4a ()","localhost ()","SPP","16","Rcvd ""ED""","","",""
"6489","07:23:52.787815","WbElectr_00:12:4a ()","localhost ()","SPP","20","Rcvd ""\\r\\r>TCM""","","",""
"6490","07:23:52.789220","WbElectr_00:12:4a ()","localhost ()","SPP","18","Rcvd ""7FE\\r""","","",""
"6491","07:23:52.790265","localhost ()","WbElectr_00:12:4a ()","RFCOMM","14","Sent UIH Channel=1 UID ","","",""
"6492","07:23:52.791391","WbElectr_00:12:4a ()","localhost ()","SPP","15","Rcvd ""?""","","",""
"6493","07:23:52.792833","WbElectr_00:12:4a ()","localhost ()","SPP","17","Rcvd ""\\r\\r>""","","",""
"6494","07:23:52.796109","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets","","",""
"6495","07:23:52.879267","localhost ()","WbElectr_00:12:4a ()","SPP","22","Sent ""ATC75C5\\r""","","",""
"6496","07:23:52.883033","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets","","",""
"6497","07:23:52.884233","WbElectr_00:12:4a ()","localhost ()","RFCOMM","15","Rcvd UIH Channel=1 UID ","","",""
"6498","07:23:52.885472","WbElectr_00:12:4a ()","localhost ()","SPP","15","Rcvd ""A""","","",""
"6499","07:23:52.886858","WbElectr_00:12:4a ()","localhost ()","SPP","16","Rcvd ""TC""","","",""
"6500","07:23:52.888992","WbElectr_00:12:4a ()","localhost ()","SPP","16","Rcvd ""75""","","",""
"6501","07:23:52.890760","WbElectr_00:12:4a ()","localhost ()","SPP","17","Rcvd ""C5\\r""","","",""
"6502","07:23:52.891850","WbElectr_00:12:4a ()","localhost ()","SPP","15","Rcvd ""?""","","",""
"6503","07:23:52.893016","WbElectr_00:12:4a ()","localhost ()","SPP","15","Rcvd ""\\r""","","",""
"6504","07:23:52.893765","localhost ()","WbElectr_00:12:4a ()","RFCOMM","14","Sent UIH Channel=1 UID ","","",""
"6505","07:23:52.895195","WbElectr_00:12:4a ()","localhost ()","SPP","15","Rcvd ""\\r""","","",""
"6506","07:23:52.896595","WbElectr_00:12:4a ()","localhost ()","SPP","15","Rcvd "">""","","",""
"6507","07:23:52.898658","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets","","",""
"6508","07:23:52.983436","localhost ()","WbElectr_00:12:4a ()","SPP","19","Sent ""ATMA\\r""","","",""
"6509","07:23:52.986977","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets","","",""
"6510","07:23:52.988581","WbElectr_00:12:4a ()","localhost ()","SPP","15","Rcvd ""A""","","",""
"6511","07:23:52.989905","WbElectr_00:12:4a ()","localhost ()","SPP","15","Rcvd ""T""","","",""
"6512","07:23:52.991578","WbElectr_00:12:4a ()","localhost ()","SPP","16","Rcvd ""MA""","","",""
"6513","07:23:52.992712","WbElectr_00:12:4a ()","localhost ()","SPP","15","Rcvd ""\\r""","","",""
"6514","07:23:53.088184","localhost ()","WbElectr_00:12:4a ()","SPP","22","Sent ""ATCM7FE\\r""","","",""
"6515","07:23:53.091542","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets","","",""
"6516","07:23:53.094030","WbElectr_00:12:4a ()","localhost ()","SPP","15","Rcvd ""S""","","",""
"6517","07:23:53.095520","WbElectr_00:12:4a ()","localhost ()","SPP","16","Rcvd ""TO""","","",""
"6518","07:23:53.099100","WbElectr_00:12:4a ()","localhost ()","SPP","15","Rcvd ""P""","","",""
"6519","07:23:53.100521","WbElectr_00:12:4a ()","localhost ()","SPP","15","Rcvd ""P""","","",""
"6520","07:23:53.102429","WbElectr_00:12:4a ()","localhost ()","SPP","22","Rcvd ""ED\\r\\r>TCM""","","",""
"6521","07:23:53.103856","WbElectr_00:12:4a ()","localhost ()","SPP","22","Rcvd ""7FE\\r?\\r\\r>""","","",""
"6522","07:23:53.105972","localhost ()","WbElectr_00:12:4a ()","RFCOMM","14","Sent UIH Channel=1 UID ","","",""
"6523","07:23:53.109075","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets","","",""
"6524","07:23:53.191493","localhost ()","WbElectr_00:12:4a ()","SPP","21","Sent ""ATC755B\\r""","","",""
"6525","07:23:53.194223","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets","","",""
"6526","07:23:53.195419","WbElectr_00:12:4a ()","localhost ()","RFCOMM","15","Rcvd UIH Channel=1 UID ","","",""
"6527","07:23:53.196784","WbElectr_00:12:4a ()","localhost ()","SPP","15","Rcvd ""A""","","",""
"6528","07:23:53.198207","WbElectr_00:12:4a ()","localhost ()","SPP","16","Rcvd ""TC""","","",""
"6529","07:23:53.199632","WbElectr_00:12:4a ()","localhost ()","SPP","16","Rcvd ""75""","","",""
"6530","07:23:53.201217","WbElectr_00:12:4a ()","localhost ()","SPP","17","Rcvd ""5B\\r""","","",""
"6531","07:23:53.203083","WbElectr_00:12:4a ()","localhost ()","SPP","15","Rcvd ""?""","","",""
"6532","07:23:53.204306","WbElectr_00:12:4a ()","localhost ()","SPP","16","Rcvd ""\\r\\r""","","",""
"6533","07:23:53.205622","localhost ()","WbElectr_00:12:4a ()","RFCOMM","14","Sent UIH Channel=1 UID ","","",""
"6534","07:23:53.208112","WbElectr_00:12:4a ()","localhost ()","SPP","15","Rcvd "">""","","",""
"6535","07:23:53.209137","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets","","",""
"6536","07:23:53.294687","localhost ()","WbElectr_00:12:4a ()","SPP","19","Sent ""ATMA\\r""","","",""
"6537","07:23:53.297985","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets","","",""
"6538","07:23:53.299613","WbElectr_00:12:4a ()","localhost ()","SPP","15","Rcvd ""A""","","",""
"6539","07:23:53.300675","WbElectr_00:12:4a ()","localhost ()","SPP","15","Rcvd ""T""","","",""
"6540","07:23:53.302433","WbElectr_00:12:4a ()","localhost ()","SPP","16","Rcvd ""MA""","","",""
"6541","07:23:53.303925","WbElectr_00:12:4a ()","localhost ()","SPP","15","Rcvd ""\\r""","","",""
"6542","07:23:53.399383","localhost ()","WbElectr_00:12:4a ()","SPP","16","Sent ""X\\r""","","",""
"6543","07:23:53.403370","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets","","",""
"6544","07:23:53.405118","WbElectr_00:12:4a ()","localhost ()","SPP","15","Rcvd ""S""","","",""
"6545","07:23:53.406541","WbElectr_00:12:4a ()","localhost ()","SPP","17","Rcvd ""TOP""","","",""
"6546","07:23:53.408470","WbElectr_00:12:4a ()","localhost ()","SPP","15","Rcvd ""P""","","",""
"6547","07:23:53.410528","WbElectr_00:12:4a ()","localhost ()","SPP","15","Rcvd ""E""","","",""
"6548","07:23:53.412479","WbElectr_00:12:4a ()","localhost ()","SPP","17","Rcvd ""D\\r\\r""","","",""
"6549","07:23:53.414043","WbElectr_00:12:4a ()","localhost ()","SPP","16","Rcvd "">\\r""","","",""
"6550","07:23:53.415821","localhost ()","WbElectr_00:12:4a ()","RFCOMM","14","Sent UIH Channel=1 UID ","","",""
"6551","07:23:53.419350","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets","","",""
"6552","07:23:53.501645","WbElectr_00:12:4a ()","localhost ()","SPP","15","Rcvd ""5""","","",""
"6553","07:23:53.503035","WbElectr_00:12:4a ()","localhost ()","SPP","16","Rcvd ""B3""","","",""
"6554","07:23:53.504105","localhost ()","WbElectr_00:12:4a ()","SPP","19","Sent ""ATAR\\r""","","",""
"6555","07:23:53.505078","WbElectr_00:12:4a ()","localhost ()","SPP","15","Rcvd ""6""","","",""
"6556","07:23:53.506743","WbElectr_00:12:4a ()","localhost ()","SPP","15","Rcvd ""6""","","",""
"6557","07:23:53.509891","WbElectr_00:12:4a ()","localhost ()","SPP","22","Rcvd ""ACFFFFFC""","","",""
"6558","07:23:53.511184","WbElectr_00:12:4a ()","localhost ()","SPP","19","Rcvd ""EA62C""","","",""
"6559","07:23:53.512338","WbElectr_00:12:4a ()","localhost ()","SPP","16","Rcvd ""A\\r""","","",""
"6560","07:23:53.513717","WbElectr_00:12:4a ()","localhost ()","RFCOMM","15","Rcvd UIH Channel=1 UID ","","",""
"6561","07:23:53.515207","localhost ()","WbElectr_00:12:4a ()","RFCOMM","14","Sent UIH Channel=1 UID ","","",""
"6562","07:23:53.518021","WbElectr_00:12:4a ()","localhost ()","SPP","15","Rcvd ""S""","","",""
"6563","07:23:53.518905","WbElectr_00:12:4a ()","localhost ()","SPP","17","Rcvd ""TOP""","","",""
"6564","07:23:53.519722","WbElectr_00:12:4a ()","localhost ()","SPP","19","Rcvd ""PED\\r\\r""","","",""
"6565","07:23:53.520532","WbElectr_00:12:4a ()","localhost ()","SPP","18","Rcvd "">TAR""","","",""
"6566","07:23:53.521269","WbElectr_00:12:4a ()","localhost ()","SPP","19","Rcvd ""\\r?\\r\\r>""","","",""
"6567","07:23:53.522313","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets","","",""
"6568","07:23:53.606981","localhost ()","WbElectr_00:12:4a ()","SPP","22","Sent ""ATSH797\\r""","","",""
"6569","07:23:53.610303","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets","","",""
"6570","07:23:53.614107","WbElectr_00:12:4a ()","localhost ()","SPP","15","Rcvd ""A""","","",""
"6571","07:23:53.618510","WbElectr_00:12:4a ()","localhost ()","SPP","16","Rcvd ""TS""","","",""
"6572","07:23:53.619937","WbElectr_00:12:4a ()","localhost ()","SPP","16","Rcvd ""H7""","","",""
"6573","07:23:53.624876","WbElectr_00:12:4a ()","localhost ()","SPP","16","Rcvd ""97""","","",""
"6574","07:23:53.625760","WbElectr_00:12:4a ()","localhost ()","SPP","20","Rcvd ""\\rOK\\r\\r>""","","",""
"6575","07:23:53.710454","localhost ()","WbElectr_00:12:4a ()","SPP","23","Sent ""ATFCH797\\r""","","",""
"6576","07:23:53.715246","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets","","",""
"6577","07:23:53.716648","WbElectr_00:12:4a ()","localhost ()","SPP","15","Rcvd ""A""","","",""
"6578","07:23:53.718025","WbElectr_00:12:4a ()","localhost ()","SPP","15","Rcvd ""T""","","",""
"6579","07:23:53.719522","WbElectr_00:12:4a ()","localhost ()","SPP","17","Rcvd ""FCH""","","",""
"6580","07:23:53.721193","WbElectr_00:12:4a ()","localhost ()","SPP","16","Rcvd ""79""","","",""
"6581","07:23:53.722757","WbElectr_00:12:4a ()","localhost ()","SPP","16","Rcvd ""7\\r""","","",""
"6582","07:23:53.724428","WbElectr_00:12:4a ()","localhost ()","SPP","15","Rcvd ""?""","","",""
"6583","07:23:53.725464","WbElectr_00:12:4a ()","localhost ()","SPP","17","Rcvd ""\\r\\r>""","","",""
"6584","07:23:53.726294","localhost ()","WbElectr_00:12:4a ()","RFCOMM","14","Sent UIH Channel=1 UID ","","",""
"6585","07:23:53.728951","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets","","",""
"6586","07:23:53.813243","localhost ()","WbElectr_00:12:4a ()","SPP","27","Sent ""ATFCSD300000\\r""","","",""
"6587","07:23:53.817771","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets","","",""
"6588","07:23:53.819248","WbElectr_00:12:4a ()","localhost ()","RFCOMM","15","Rcvd UIH Channel=1 UID ","","",""
"6589","07:23:53.820563","WbElectr_00:12:4a ()","localhost ()","SPP","15","Rcvd ""A""","","",""
"6590","07:23:53.826573","WbElectr_00:12:4a ()","localhost ()","SPP","15","Rcvd ""T""","","",""
"6591","07:23:53.828113","WbElectr_00:12:4a ()","localhost ()","SPP","15","Rcvd ""F""","","",""
"6592","07:23:53.829451","WbElectr_00:12:4a ()","localhost ()","HCI_ACL","21","Rcvd  [Reassembled in #6593]","","",""
"6593","07:23:53.830549","WbElectr_00:12:4a ()","localhost ()","SPP","7","Rcvd ""CSD300000""","","",""
"6594","07:23:53.832388","WbElectr_00:12:4a ()","localhost ()","SPP","15","Rcvd ""\\r""","","",""
"6595","07:23:53.833565","WbElectr_00:12:4a ()","localhost ()","SPP","19","Rcvd ""OK\\r\\r>""","","",""
"6596","07:23:53.834472","localhost ()","WbElectr_00:12:4a ()","RFCOMM","14","Sent UIH Channel=1 UID ","","",""
"6597","07:23:53.837830","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets","","",""
"6598","07:23:53.916778","localhost ()","WbElectr_00:12:4a ()","SPP","20","Sent ""0210C0\\r""","","",""
"6599","07:23:53.920740","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets","","",""
"6600","07:23:53.922394","WbElectr_00:12:4a ()","localhost ()","SPP","15","Rcvd ""0""","","",""
"6601","07:23:53.924091","WbElectr_00:12:4a ()","localhost ()","SPP","15","Rcvd ""2""","","",""
"6602","07:23:53.925673","WbElectr_00:12:4a ()","localhost ()","SPP","16","Rcvd ""10""","","",""
"6603","07:23:53.927401","WbElectr_00:12:4a ()","localhost ()","SPP","15","Rcvd ""C""","","",""
"6604","07:23:53.929144","WbElectr_00:12:4a ()","localhost ()","SPP","16","Rcvd ""0\\r""","","",""
"6605","07:23:53.930940","localhost ()","WbElectr_00:12:4a ()","SPP","23","Sent ""03221304\\r""","","",""
"6606","07:23:53.935588","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets","","",""
"6607","07:23:53.939514","WbElectr_00:12:4a ()","localhost ()","SPP","15","Rcvd ""S""","","",""
"6608","07:23:53.941271","WbElectr_00:12:4a ()","localhost ()","SPP","15","Rcvd ""T""","","",""
"6609","07:23:53.943109","localhost ()","WbElectr_00:12:4a ()","SPP","23","Sent ""03221156\\r""","","",""
"6610","07:23:53.943988","WbElectr_00:12:4a ()","localhost ()","SPP","17","Rcvd ""OPP""","","",""
"6611","07:23:53.944884","WbElectr_00:12:4a ()","localhost ()","SPP","16","Rcvd ""ED""","","",""
"6612","07:23:53.946019","WbElectr_00:12:4a ()","localhost ()","SPP","17","Rcvd ""\\r\\r>""","","",""
"6613","07:23:53.946955","WbElectr_00:12:4a ()","localhost ()","SPP","18","Rcvd ""3221""","","",""
"6614","07:23:53.947674","WbElectr_00:12:4a ()","localhost ()","SPP","18","Rcvd ""304\\r""","","",""
"6615","07:23:53.948542","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets","","",""
"6616","07:23:53.949302","WbElectr_00:12:4a ()","localhost ()","RFCOMM","15","Rcvd UIH Channel=1 UID ","","",""
"6617","07:23:53.950043","localhost ()","WbElectr_00:12:4a ()","RFCOMM","14","Sent UIH Channel=1 UID ","","",""
"6618","07:23:53.951748","WbElectr_00:12:4a ()","localhost ()","SPP","15","Rcvd ""S""","","",""
"6619","07:23:53.953025","WbElectr_00:12:4a ()","localhost ()","SPP","15","Rcvd ""T""","","",""
"6620","07:23:53.954337","WbElectr_00:12:4a ()","localhost ()","SPP","15","Rcvd ""O""","","",""
"6621","07:23:53.955747","WbElectr_00:12:4a ()","localhost ()","HCI_ACL","21","Rcvd  [Reassembled in #6622]","","",""
"6622","07:23:53.957866","WbElectr_00:12:4a ()","localhost ()","SPP","7","Rcvd ""PPED\\r\\r>32""","","",""
"6623","07:23:53.958740","localhost ()","WbElectr_00:12:4a ()","SPP","23","Sent ""0322132A\\r""","","",""
"6624","07:23:53.959538","WbElectr_00:12:4a ()","localhost ()","SPP","20","Rcvd ""21156\\r""","","",""
"6625","07:23:53.961276","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets","","",""
"6626","07:23:53.963306","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets","","",""
"6627","07:23:53.964231","WbElectr_00:12:4a ()","localhost ()","SPP","15","Rcvd ""S""","","",""
"6628","07:23:53.965513","WbElectr_00:12:4a ()","localhost ()","SPP","15","Rcvd ""T""","","",""
"6629","07:23:53.966854","WbElectr_00:12:4a ()","localhost ()","SPP","16","Rcvd ""OP""","","",""
"6630","07:23:53.970615","WbElectr_00:12:4a ()","localhost ()","SPP","16","Rcvd ""PE""","","",""
"6631","07:23:53.971862","localhost ()","WbElectr_00:12:4a ()","RFCOMM","14","Sent UIH Channel=1 UID ","","",""
"6632","07:23:53.972757","WbElectr_00:12:4a ()","localhost ()","SPP","17","Rcvd ""D\\r\\r""","","",""
"6633","07:23:53.974253","WbElectr_00:12:4a ()","localhost ()","SPP","20","Rcvd "">32213""","","",""
"6634","07:23:53.975520","WbElectr_00:12:4a ()","localhost ()","SPP","17","Rcvd ""2A\\r""","","",""
"6635","07:23:53.977147","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets","","",""
"6636","07:23:54.007738","localhost ()","WbElectr_00:12:4a ()","SPP","23","Sent ""03221103\\r""","","",""
"6637","07:23:54.012787","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets","","",""
"6638","07:23:54.014241","WbElectr_00:12:4a ()","localhost ()","SPP","16","Rcvd ""5B""","","",""
"6639","07:23:54.015743","WbElectr_00:12:4a ()","localhost ()","SPP","15","Rcvd ""3""","","",""
"6640","07:23:54.017258","WbElectr_00:12:4a ()","localhost ()","SPP","16","Rcvd ""66""","","",""
"6641","07:23:54.018736","WbElectr_00:12:4a ()","localhost ()","SPP","16","Rcvd ""AC""","","",""
"6642","07:23:54.020575","WbElectr_00:12:4a ()","localhost ()","SPP","20","Rcvd ""FFFFFC""","","",""
"6643","07:23:54.022472","WbElectr_00:12:4a ()","localhost ()","SPP","19","Rcvd ""EA62C""","","",""
"6644","07:23:54.023368","WbElectr_00:12:4a ()","localhost ()","SPP","18","Rcvd ""A\\rST""","","",""
"6645","07:23:54.024260","localhost ()","WbElectr_00:12:4a ()","RFCOMM","14","Sent UIH Channel=1 UID ","","",""
"6646","07:23:54.025583","WbElectr_00:12:4a ()","localhost ()","SPP","19","Rcvd ""OPPED""","","",""
"6647","07:23:54.026841","WbElectr_00:12:4a ()","localhost ()","SPP","18","Rcvd ""\\r\\r>3""","","",""
"6648","07:23:54.028429","WbElectr_00:12:4a ()","localhost ()","SPP","20","Rcvd ""221103""","","",""
"6649","07:23:54.029887","WbElectr_00:12:4a ()","localhost ()","SPP","15","Rcvd ""\\r""","","",""
"6650","07:23:54.031516","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets","","",""
"6651","07:23:54.048025","localhost ()","WbElectr_00:12:4a ()","SPP","23","Sent ""03221183\\r""","","",""
"6652","07:23:54.054286","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets","","",""
"6653","07:23:54.055263","WbElectr_00:12:4a ()","localhost ()","RFCOMM","15","Rcvd UIH Channel=1 UID ","","",""
"6654","07:23:54.056178","WbElectr_00:12:4a ()","localhost ()","SPP","15","Rcvd ""S""","","",""
"6655","07:23:54.057813","WbElectr_00:12:4a ()","localhost ()","SPP","15","Rcvd ""T""","","",""
"6656","07:23:54.059442","WbElectr_00:12:4a ()","localhost ()","SPP","17","Rcvd ""OPP""","","",""
"6657","07:23:54.060656","WbElectr_00:12:4a ()","localhost ()","SPP","21","Rcvd ""ED\\r\\r>32""","","",""
"6658","07:23:54.062438","WbElectr_00:12:4a ()","localhost ()","SPP","18","Rcvd ""2118""","","",""
"6659","07:23:54.063690","WbElectr_00:12:4a ()","localhost ()","SPP","16","Rcvd ""3\\r""","","",""
"6660","07:23:54.067103","localhost ()","WbElectr_00:12:4a ()","RFCOMM","14","Sent UIH Channel=1 UID ","","",""
"6661","07:23:54.070877","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets","","",""
"6662","07:23:54.087761","localhost ()","WbElectr_00:12:4a ()","SPP","22","Sent ""0322124E\\r""","","",""
"6663","07:23:54.091567","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets","","",""
"6664","07:23:54.094099","WbElectr_00:12:4a ()","localhost ()","SPP","15","Rcvd ""S""","","",""
"6665","07:23:54.095668","WbElectr_00:12:4a ()","localhost ()","SPP","16","Rcvd ""TO""","","",""
"6666","07:23:54.097004","WbElectr_00:12:4a ()","localhost ()","SPP","16","Rcvd ""PP""","","",""
"6667","07:23:54.098725","WbElectr_00:12:4a ()","localhost ()","SPP","16","Rcvd ""ED""","","",""
"6668","07:23:54.100530","WbElectr_00:12:4a ()","localhost ()","SPP","19","Rcvd ""\\r\\r>32""","","",""
"6669","07:23:54.101671","localhost ()","WbElectr_00:12:4a ()","SPP","23","Sent ""0322115D\\r""","","",""
"6670","07:23:54.102536","WbElectr_00:12:4a ()","localhost ()","SPP","20","Rcvd ""2124E\\r""","","",""
"6671","07:23:54.106569","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets","","",""
"6672","07:23:54.107930","WbElectr_00:12:4a ()","localhost ()","SPP","15","Rcvd ""S""","","",""
"6673","07:23:54.111817","WbElectr_00:12:4a ()","localhost ()","SPP","15","Rcvd ""T""","","",""
"6674","07:23:54.112933","WbElectr_00:12:4a ()","localhost ()","SPP","17","Rcvd ""OPP""","","",""
